Genecards	OMIM	Pharmgkb	TTD	DrugBank	Total
					ARHGAP26
					EN1
					SLC5A3
					SDHA
					RPS6KA6
					FGF12
					DOC2A
					SMARCE1
					NGEF
					GSC
					CNTFR
					WWP1
					MMS19
					RCAN1
					WWOX
					DAB1
					OPHN1
					MYLIP
					EPM2A
					GJA5
					NAIP
					GAS7
					APBA1
					PCSK2
					RAC3
					LMX1A
					KCNH1
					KCNH5
					MYF5
					MSX2
					SEMA4F
					VAPA
					DYNLT1
					CYFIP1
					BLOC1S6
					TIMM8A
					PAX6
					TLX1
					ONECUT2
					BMP1
					ARSB
					HEY2
					DCTN1
					NKX2-6
					RNF128
					ARID1B
					CYP26C1
					HDAC4
					RRM2B
					CELSR1
					NR2F1
					ARID1A
					SIM2
					GSS
					FZD9
					DVL3
					DMBX1
					HOXA7
					HOXD11
					HOXB1
					LBX1
					RAPGEF3
					EBP
					PTPRZ1
					NRP2
					PIWIL1
					CNTN4
					ARX
					PDE8B
					PPP1R9A
					NDRG2
					KCNQ2
					MEF2A
					SLC9A3R1
					TFAP2A
					POFUT1
					KLF10
					PAX7
					NDUFV2
					ATOH1
					AQP3
					HOXA3
					NPTN
					HES5
					GPSM1
					KIF2A
					TLE5
					ARNT2
					CYP26A1
					MARK4
					GNA11
					PRPS1
					PDGFC
					POU3F2
					SLC7A3
					MYCBP2
					RYK
					CIT
					SLC7A8
					ALPL
					RECQL4
					PIP5K1A
					ATP6V1B2
					SOX5
					VAPB
					PPP1R9B
					TEAD4
					GAP43
					MAL
					P2RX5
					HOXA11
					HOXA2
					ACTL6A
					NKX6-2
					SIGMAR1
					BCL11B
					CSPG5
					PEX2
					POU3F3
					OLIG2
					HEXA
					WNT9A
					TIMP3
					MAP1S
					EIF2B2
					DLX1
					GRIP1
					NRCAM
					SATB2
					TRAF7
					KDM7A
					GIP
					NPR3
					LMX1B
					ITSN1
					SLC4A11
					PRDX1
					DLG4
					SH2B2
					LHX6
					FOXG1
					ALX1
					PI4KB
					TULP3
					WFS1
					GM2A
					RGS9
					PRKRA
					JARID2
					ATP6V1B1
					ROR2
					KLK6
					SMARCC2
					CHST11
					MNX1
					ARSA
					SERP1
					NME1
					ADH5
					SIAH1
					HOXA13
					EPHA2
					GREM1
					RAB3A
					SMARCC1
					SMARCA2
					TIPARP
					CCDC88A
					NUMB
					MEF2C
					MBNL1
					DLX2
					COL3A1
					TWIST1
					SUFU
					DPYSL2
					NDE1
					IFT88
					RELN
					NMUR2
					COL2A1
					APLP1
					TCF21
					SP3
					SERPINE2
					VLDLR
					SIX1
					WNT7B
					FRS2
					PCSK5
					SPAST
					EYA1
					SLC1A2
					GLRB
					PLEKHA1
					SYTL2
					BMPR1B
					EXT1
					GNAQ
					SLC27A1
					HEXB
					CSGALNACT1
					WNT11
					PCSK6
					PPT1
					ROBO1
					RTN4
					HES1
					FGF9
					WNT7A
					CLN8
					PTPRF
					PARD3
					FGF1
					FOXC2
					ACVR2A
					DISC1
					IHH
					ACVR2B
					ATXN3
					TSC1
					ACVR1B
					FOXC1
					OXTR
					SHH
					BMP7
					NRG1
					BMPR1A
					ATP7A
					PAFAH1B1
					GLI2
					PSEN1
					AAK1
					IL6R; IL6ST
					Successful target
					HSD11B1
					AKR1C1
					SLC22A6
					UGT1A6
					SLC22A8
					CYP3A7
					CYP1B1
					CYP2C8
					SERPINA6
					PTGER1
					MC2R
					SLCO1A2
					ABCB11
					ABCG2
					CYP3A43
					NR1I2
					CYP11B1
					HSD11B2
					CYP11B2
					AKR1D1
					AOX1
					ABCC4
					ABCC10
					SLC16A1
					ABCC11
					SLCO1B3
					SLCO1C1
					SLCO3A1
					SLC22A7
					SLCO1B1
					PGD
					SLC46A1
					FPGS
					GGH
					ATIC
					SLCO4C1
					FOLR2
					SLC15A1
					cpg2
